PDB ID,Asym ID1,Asym ID2,Auth Asym ID1,Auth Asym ID2,Uniprot accession1,Uniprot accession2,Uniprot boundary1
1P7L,None,None,"A,B,C,D",None,P0A817,None,103-108
1RG9,None,None,"A,B,C,D",None,P0A817,None,103-108
1GL4,None,None,A,None,P10493,None,593-598
1GL4,None,None,A,None,P10493,None,617-622
1AGR,None,None,"A,D",None,P10824,None,10-31
1GP2,None,None,A,None,P10824,None,10-31
1N46,None,None,"A,B",None,P10828,None,248-253
2NP0,None,None,A,None,P10844,None,1152-1158
1EPL,None,None,E,None,P11838,None,136-142
1EPM,None,None,E,None,P11838,None,136-142
1ER8,None,None,E,None,P11838,None,136-142
1GVU,None,None,A,None,P11838,None,136-142
1GVX,None,None,A,None,P11838,None,136-142
1OEX,None,None,A,None,P11838,None,136-142
2ER0,None,None,E,None,P11838,None,136-142
2ER6,None,None,E,None,P11838,None,136-142
2ER7,None,None,E,None,P11838,None,136-142
2ER9,None,None,E,None,P11838,None,136-142
3ER5,None,None,E,None,P11838,None,136-142
4ER2,None,None,E,None,P11838,None,136-142
4ER4,None,None,E,None,P11838,None,136-142
4LP9,None,None,A,None,P11838,None,136-142
1EPL,None,None,E,None,P11838,None,166-174
1EPM,None,None,E,None,P11838,None,166-174
1ER8,None,None,E,None,P11838,None,166-174
1GVU,None,None,A,None,P11838,None,166-174
1GVX,None,None,A,None,P11838,None,166-174
1OEX,None,None,A,None,P11838,None,166-174
2ER0,None,None,E,None,P11838,None,166-174
2ER6,None,None,E,None,P11838,None,166-174
2ER7,None,None,E,None,P11838,None,166-174
2ER9,None,None,E,None,P11838,None,166-174
3ER5,None,None,E,None,P11838,None,166-174
4ER2,None,None,E,None,P11838,None,166-174
4ER4,None,None,E,None,P11838,None,166-174
4LP9,None,None,A,None,P11838,None,166-174
1EPL,None,None,E,None,P11838,None,200-208
1EPM,None,None,E,None,P11838,None,200-208
1ER8,None,None,E,None,P11838,None,200-208
1GVU,None,None,A,None,P11838,None,200-208
1GVX,None,None,A,None,P11838,None,200-208
1OEX,None,None,A,None,P11838,None,200-208
2ER0,None,None,E,None,P11838,None,200-208
2ER6,None,None,E,None,P11838,None,200-208
2ER7,None,None,E,None,P11838,None,200-208
2ER9,None,None,E,None,P11838,None,200-208
3ER5,None,None,E,None,P11838,None,200-208
4ER2,None,None,E,None,P11838,None,200-208
4ER4,None,None,E,None,P11838,None,200-208
4LP9,None,None,A,None,P11838,None,200-208
1T6B,None,None,X,None,P13423,None,128-132
2VHD,None,None,"A,B",None,P14532,None,246-251
2WGZ,None,None,"A,B",None,P14769,None,359-368
1GWV,None,None,"A,B",None,P14769,None,359-368
1GWW,None,None,"A,B",None,P14769,None,359-368
1GX0,None,None,"A,B",None,P14769,None,359-368
1GX4,None,None,"A,B",None,P14769,None,359-368
1K4V,None,None,"A,B",None,P14769,None,359-368
1O7Q,None,None,"A,B",None,P14769,None,359-368
2J6H,None,None,"A,B",None,P17169,None,603-609
1VDE,None,None,"A,B",None,P17255,None,478-482
1VDE,None,None,"A,B",None,P17255,None,537-552
1FJG,None,None,G,None,P17291,None,147-151
1N32,None,None,G,None,P17291,None,147-151
1M4U,None,None,L,None,P18075,None,320-327
4AZL,None,None,"A,B",None,P18895,None,97-103
4B61,None,None,"A,B",None,P18895,None,97-103
4AZL,None,None,"A,B",None,P18895,None,193-201
4B61,None,None,"A,B",None,P18895,None,193-201
1F34,None,None,B,None,P19400,None,153-157
1F34,None,None,B,None,P19400,None,138-142
3KTQ,None,None,A,None,P19821,None,504-512
3LWL,None,None,A,None,P19821,None,504-512
3LWM,None,None,A,None,P19821,None,504-512
3M8R,None,None,A,None,P19821,None,504-512
3M8S,None,None,A,None,P19821,None,504-512
3OJS,None,None,A,None,P19821,None,504-512
3OJU,None,None,A,None,P19821,None,504-512
3RR7,None,None,A,None,P19821,None,504-512
3RR8,None,None,A,None,P19821,None,504-512
3RRG,None,None,A,None,P19821,None,504-512
3RRH,None,None,A,None,P19821,None,504-512
3RTV,None,None,A,None,P19821,None,504-512
3SV3,None,None,A,None,P19821,None,504-512
3SV4,None,None,A,None,P19821,None,504-512
3SYZ,None,None,A,None,P19821,None,504-512
3SZ2,None,None,A,None,P19821,None,504-512
3T3F,None,None,A,None,P19821,None,504-512
4C8K,None,None,A,None,P19821,None,504-512
4C8L,None,None,A,None,P19821,None,504-512
4C8M,None,None,A,None,P19821,None,504-512
4C8N,None,None,A,None,P19821,None,504-512
4C8O,None,None,A,None,P19821,None,504-512
4CCH,None,None,A,None,P19821,None,504-512
4DF4,None,None,A,None,P19821,None,504-512
4DF8,None,None,A,None,P19821,None,504-512
4DFJ,None,None,A,None,P19821,None,504-512
4DFK,None,None,A,None,P19821,None,504-512
4DFM,None,None,A,None,P19821,None,504-512
4DFP,None,None,A,None,P19821,None,504-512
4DLG,None,None,A,None,P19821,None,504-512
4ELT,None,None,A,None,P19821,None,504-512
4ELU,None,None,A,None,P19821,None,504-512
4ELV,None,None,A,None,P19821,None,504-512
1QTM,None,None,A,None,P19821,None,504-512
4KTQ,None,None,A,None,P19821,None,504-512
2KTQ,None,None,A,None,P19821,None,504-512
1QJS,None,None,"A,B",None,P20058,None,124-130
3BUK,None,None,"A,B",None,P20783,None,143-148
3BUK,None,None,"A,B",None,P20783,None,180-185
3BUK,None,None,"A,B",None,P20783,None,198-203
1ZYZ,None,None,"A,B",None,P21524,None,456-460
1ZZD,None,None,A,None,P21524,None,456-460
2CVY,None,None,A,None,P21524,None,456-460
2ZLF,None,None,A,None,P21524,None,456-460
1J7V,None,None,L,None,P22301,None,30-35
1Y6K,None,None,L,None,P22301,None,30-35
1J7V,None,None,L,None,P22301,None,56-62
1Y6K,None,None,L,None,P22301,None,56-62
4APH,None,None,A,None,P22966,None,1224-1230
5E5R,None,None,"A,C",None,P23470,None,292-297
1BHM,None,None,"A,B",None,P23940,None,79-91
1ESG,None,None,"A,B",None,P23940,None,79-91
2BAM,None,None,"A,B",None,P23940,None,79-91
3BAM,None,None,"A,B",None,P23940,None,79-91
1BUH,None,None,A,None,P24941,None,147-159
1F5Q,None,None,"A,C",None,P24941,None,147-159
1FIN,None,None,"A,C",None,P24941,None,147-159
1FVV,None,None,"A,C",None,P24941,None,147-159
1OKV,None,None,"A,C",None,P24941,None,147-159
1OKW,None,None,"A,C",None,P24941,None,147-159
1OL1,None,None,"A,C",None,P24941,None,147-159
1OL2,None,None,"A,C",None,P24941,None,147-159
1URC,None,None,"A,C",None,P24941,None,147-159
2C5N,None,None,"A,C",None,P24941,None,147-159
2C5O,None,None,"A,C",None,P24941,None,147-159
2C5V,None,None,"A,C",None,P24941,None,147-159
2C5X,None,None,"A,C",None,P24941,None,147-159
2I40,None,None,"A,C",None,P24941,None,147-159
2UUE,None,None,"A,C",None,P24941,None,147-159
2V22,None,None,"A,C",None,P24941,None,147-159
2WEV,None,None,"A,C",None,P24941,None,147-159
2WFY,None,None,"A,C",None,P24941,None,147-159
2WHB,None,None,"A,C",None,P24941,None,147-159
2X1N,None,None,"A,C",None,P24941,None,147-159
3F5X,None,None,"A,C",None,P24941,None,147-159
4FX3,None,None,"A,C",None,P24941,None,147-159
5IF1,None,None,"A,C",None,P24941,None,147-159
3AGZ,None,None,"A,B",None,P25685,None,336-340
2WHO,None,None,"A,B",None,P26663,None,2441-2454
2WHO,None,None,"A,B",None,P26663,None,2567-2571
4L9I,None,None,"A,B",None,P28327,None,489-493
4XJ0,None,None,"A,B",None,P28482,None,175-189
4XJ0,None,None,"A,B",None,P28482,None,200-204
4XJ0,None,None,"A,B",None,P28482,None,334-338
1JR3,None,None,E,None,P28631,None,259-264
1IMA,None,None,"A,B",None,P29218,None,31-39
1IMB,None,None,"A,B",None,P29218,None,31-39
1IMC,None,None,"A,B",None,P29218,None,31-39
1IMD,None,None,"A,B",None,P29218,None,31-39
1IME,None,None,"A,B",None,P29218,None,31-39
4AS4,None,None,"A,B",None,P29218,None,31-39
1AWB,None,None,"A,B",None,P29218,None,31-39
2HHM,None,None,"A,B",None,P29218,None,31-39
1G64,None,None,"A,B",None,P31570,None,184-196
4HUT,None,None,"A,B",None,P31570,None,184-196
3LCN,None,None,"A,B",None,P32505,None,96-100
1UZJ,None,None,"A,B,C",None,P35555,None,1539-1548
3TUV,None,None,A,None,P35559,None,964-968
1B6C,None,None,"B,D,F,H",None,P36897,None,175-199
1IAS,None,None,"A,B,C,D,E",None,P36897,None,175-199
3KCF,None,None,"A,B,C,D,E",None,P36897,None,175-199
1B8G,None,None,"A,B",None,P37821,None,253-258
1K90,None,None,"A,B,C",None,P40136,None,580-590
1K93,None,None,"A,B,C",None,P40136,None,580-590
1S26,None,None,"A,B,C",None,P40136,None,580-590
2Z9D,None,None,"A,B",None,P41407,None,59-65
3GQ2,None,None,"A,B",None,P41541,None,633-640
1H2S,None,None,A,None,P42196,None,220-225
4L1B,None,None,A,None,P42336,None,242-247
4L23,None,None,A,None,P42336,None,242-247
4L2Y,None,None,A,None,P42336,None,242-247
5DXH,None,None,"A,D",None,P42336,None,242-247
4L1B,None,None,A,None,P42336,None,966-970
4L23,None,None,A,None,P42336,None,966-970
4L2Y,None,None,A,None,P42336,None,966-970
5DXH,None,None,"A,D",None,P42336,None,966-970
2I91,None,None,"A,B",None,P42700,None,336-340
4UX9,None,None,"A,B,C,D",None,P45983,None,173-177
4TYH,None,None,A,None,P49137,None,230-235
2PZY,None,None,"A,B,C,D",None,P49137,None,230-235
3A2C,None,None,"A,B,C,D,E,F,G,H,I,J,K,L",None,P49137,None,230-235
3KC3,None,None,"A,B,C,D,E,F,G,H,I,J,K,L",None,P49137,None,230-235
3WI6,None,None,"A,B,C,D,E,F",None,P49137,None,230-235
3R2B,None,None,"A,B,C,D,E,F,G,H,I,J,K,L",None,P49137,None,230-235
1KWP,None,None,"A,B",None,P49137,None,365-378
4HTP,None,None,"A,B",None,P49917,None,230-237
1IPE,None,None,"A,B",None,P50163,None,195-201
1IPF,None,None,"A,B",None,P50163,None,195-201
3HQD,None,None,"A,B",None,P52732,None,174-181
1II6,None,None,"A,B",None,P52732,None,174-181
1YRS,None,None,"A,B",None,P52732,None,174-181
2FME,None,None,"A,B",None,P52732,None,174-181
2G1Q,None,None,"A,B",None,P52732,None,174-181
2GM1,None,None,"A,B,D,E",None,P52732,None,174-181
2PG2,None,None,"A,B",None,P52732,None,174-181
2UYI,None,None,"A,B",None,P52732,None,174-181
2UYM,None,None,"A,B",None,P52732,None,174-181
2WOG,None,None,"A,B,C",None,P52732,None,174-181
2X2R,None,None,"A,B,C",None,P52732,None,174-181
2X7C,None,None,"A,B",None,P52732,None,174-181
2X7D,None,None,"A,B",None,P52732,None,174-181
2X7E,None,None,"A,B",None,P52732,None,174-181
2XAE,None,None,"A,B,C",None,P52732,None,174-181
3K3B,None,None,"A,B",None,P52732,None,174-181
3K5E,None,None,"A,B",None,P52732,None,174-181
3L9H,None,None,"A,B",None,P52732,None,174-181
4A51,None,None,"A,B,C,D,E,F,G",None,P52732,None,174-181
4A5Y,None,None,"A,B,C",None,P52732,None,174-181
4BXN,None,None,"A,B",None,P52732,None,174-181
1Q0B,None,None,"A,B",None,P52732,None,174-181
2FKY,None,None,"A,B",None,P52732,None,174-181
2FL2,None,None,"A,B",None,P52732,None,174-181
2FL6,None,None,"A,B",None,P52732,None,174-181
2IEH,None,None,"A,B",None,P52732,None,174-181
2Q2Y,None,None,"A,B",None,P52732,None,174-181
2Q2Z,None,None,"A,B",None,P52732,None,174-181
3CJO,None,None,"A,B",None,P52732,None,174-181
1X88,None,None,"A,B",None,P52732,None,174-181
2X0G,None,None,A,None,P53355,None,279-285
3V6R,None,None,"A,B",None,P53779,None,71-75
3V6S,None,None,"A,B",None,P53779,None,71-75
3OXI,None,None,A,None,P53779,None,71-75
4H36,None,None,A,None,P53779,None,71-75
4H39,None,None,A,None,P53779,None,71-75
4H3B,None,None,"A,C",None,P53779,None,71-75
3V6R,None,None,"A,B",None,P53779,None,364-368
3V6S,None,None,"A,B",None,P53779,None,364-368
3OXI,None,None,A,None,P53779,None,364-368
4H36,None,None,A,None,P53779,None,364-368
4H39,None,None,A,None,P53779,None,364-368
4H3B,None,None,"A,C",None,P53779,None,364-368
3BQO,None,None,A,None,P54274,None,207-211
5XUP,None,None,"A,B",None,P54274,None,207-211
3QQ8,None,None,A,None,P55072,None,10-19
3O71,None,None,A,None,P63086,None,56-60
3C9W,None,None,"A,B",None,P63086,None,56-60
1C77,None,None,"A,B",None,P68802,None,36-42
1C78,None,None,"A,B",None,P68802,None,36-42
1C79,None,None,"A,B",None,P68802,None,36-42
5CRF,None,None,"A,B,C,D",None,P71707,None,780-785
1G4U,None,None,S,None,P74873,None,196-206
1G4U,None,None,S,None,P74873,None,220-224
1G4U,None,None,S,None,P74873,None,248-252
1G4U,None,None,S,None,P74873,None,291-296
1R5Z,None,None,"A,B,C",None,P74902,None,179-185
1SYX,None,None,"A,C,E",None,P83876,None,96-101
1MK2,None,None,A,None,P84022,None,324-328
1MK2,None,None,A,None,P84022,None,381-387
5LI6,None,None,"A,B",None,P9WPN8,None,75-79
5LI7,None,None,"A,B",None,P9WPN8,None,75-79
5LIE,None,None,"A,B",None,P9WPN8,None,75-79
4HBM,None,None,"A,B,C,D,E,F,G,H",None,Q00987,None,6-11
1OW3,None,None,A,None,Q07960,None,403-412
2XU7,None,None,"A,B",None,Q09028,None,16-23
4PBY,None,None,"A,B",None,Q09028,None,16-23
4PBZ,None,None,A,None,Q09028,None,16-23
4PC0,None,None,"A,B",None,Q09028,None,16-23
4R7A,None,None,B,None,Q09028,None,16-23
4PSW,None,None,A,None,Q12341,None,200-208
4HOR,None,None,A,None,Q13325,None,190-195
4HOS,None,None,A,None,Q13325,None,190-195
4HOT,None,None,A,None,Q13325,None,190-195
4ZG9,None,None,"A,B",None,Q13822,None,398-403
4FG9,None,None,"A,B",None,Q14012,None,278-293
4FG8,None,None,"A,B",None,Q14012,None,278-293
1M8W,None,None,"A,B",None,Q14671,None,1150-1165
1M8X,None,None,"A,B",None,Q14671,None,1150-1165
1M8Y,None,None,"A,B",None,Q14671,None,1150-1165
3Q0L,None,None,"A,B",None,Q14671,None,1150-1165
3Q0M,None,None,"A,B",None,Q14671,None,1150-1165
3Q0N,None,None,"A,B",None,Q14671,None,1150-1165
3Q0O,None,None,"A,B",None,Q14671,None,1150-1165
3Q0P,None,None,"A,B",None,Q14671,None,1150-1165
5ETA,None,None,"A,B",None,Q16539,None,31-36
5ETA,None,None,"A,B",None,Q16539,None,115-122
5ETA,None,None,"A,B",None,Q16539,None,264-269
2BKI,None,None,A,None,Q29122,None,624-638
1CLQ,None,None,A,None,Q38087,None,816-821
3UIQ,None,None,A,None,Q38087,None,816-821
1D2I,None,None,"A,B",None,Q45488,None,38-44
1DFM,None,None,"A,B",None,Q45488,None,38-44
1D2I,None,None,"A,B",None,Q45488,None,115-122
1DFM,None,None,"A,B",None,Q45488,None,115-122
1HYG,None,None,"A,B",None,Q60176,None,224-229
2EPN,None,None,"A,B",None,Q6ST21,None,311-329
2EPO,None,None,"A,B",None,Q6ST21,None,311-329
4EI7,None,None,"A,B",None,Q74P24,None,80-88
4EI7,None,None,"A,B",None,Q74P24,None,377-383
2P0J,None,None,"A,B",None,Q84AF2,None,42-46
1T6G,None,None,"A,B",None,Q8H0K8,None,358-363
1P7Q,None,None,D,None,Q8NHL6,None,188-192
1P7Q,None,None,D,None,Q8NHL6,None,160-166
4FOU,None,None,"A,B",None,Q8PJX9,None,429-434
2Q10,None,None,"A,B",None,Q8RNV8,None,99-103
3IMB,None,None,"A,B,C,D",None,Q8RNV8,None,99-103
1H3I,None,None,"A,B",None,Q8WTS6,None,70-78
1U3R,None,None,"A,B",None,Q92731,None,286-291
1U9E,None,None,"A,B",None,Q92731,None,286-291
1U3Q,None,None,"A,B,C,D",None,Q92731,None,286-291
1U3S,None,None,"A,B",None,Q92731,None,286-291
1X76,None,None,"A,B",None,Q92731,None,286-291
1X78,None,None,"A,B",None,Q92731,None,286-291
1X7B,None,None,"A,B",None,Q92731,None,286-291
1X7J,None,None,"A,B",None,Q92731,None,286-291
2YJD,None,None,"A,B",None,Q92731,None,286-291
3OLS,None,None,"A,B",None,Q92731,None,286-291
3OMO,None,None,"A,B",None,Q92731,None,286-291
3OMP,None,None,"A,B",None,Q92731,None,286-291
3OMQ,None,None,"A,B",None,Q92731,None,286-291
4J24,None,None,"A,B,C,D",None,Q92731,None,286-291
4J26,None,None,"A,B",None,Q92731,None,286-291
2NV7,None,None,"A,B",None,Q92731,None,286-291
5JIU,None,None,"A,B",None,Q96S59,None,141-146
2CKD,None,None,"A,B",None,Q9CCZ4,None,58-69
2CKD,None,None,"A,B",None,Q9CCZ4,None,241-251
4Q04,None,None,"A,B",None,Q9GSV7,None,17-28
3HQU,None,None,A,None,Q9GZT9,None,243-247
4ZHV,None,None,"A,B",None,Q9I4L6,None,34-57
5ACV,None,None,"A,B",None,Q9K2N0,None,32-38
5ACW,None,None,"A,B",None,Q9K2N0,None,32-38
5ACX,None,None,"A,B",None,Q9K2N0,None,32-38
5LM6,None,None,"A,B",None,Q9K2N0,None,32-38
5NHZ,None,None,"A,B",None,Q9K2N0,None,32-38
5NI0,None,None,"A,E",None,Q9K2N0,None,32-38
3P3N,None,None,A,None,Q9NWT6,None,112-118
3P3P,None,None,A,None,Q9NWT6,None,112-118
4B7E,None,None,A,None,Q9NWT6,None,112-118
4B7K,None,None,A,None,Q9NWT6,None,112-118
4JAA,None,None,A,None,Q9NWT6,None,112-118
3NGS,None,None,"A,B,C",None,Q9U1E1,None,145-150
3NGT,None,None,"A,B,C,D,E,F,G,H,I,J,K,L,M,N",None,Q9U1E1,None,145-150
3NGU,None,None,"A,B",None,Q9U1E1,None,145-150
3PQC,None,None,"A,B",None,Q9X1H7,None,47-59
3PQC,None,None,"A,B",None,Q9X1H7,None,79-85
2BB6,None,None,"A,B,C,D",None,Q9XSC9,None,186-194
4Z2M,None,None,B,None,Q9Y5B9,None,745-750
3VMF,None,None,B,None,Q9YAF1,None,100-104
3GCM,None,None,"A,B,C",None,A7ZS61,None,247-256
3GCM,None,None,"A,B,C",None,A7ZS61,None,275-296
5MSU,None,None,B,None,B2HN69,None,713-727
5CFI,None,None,"A,B",None,C0H4F3,None,22-27
3ZN5,None,None,"A,B,C,D,E,F,H",None,C8CHL4,None,2-18
5MST,None,None,"A,B",None,E5XP76,None,17-266
5MST,None,None,B,None,E5XP76,None,270-651
2E9V,None,None,"A,B",None,O14757,None,2-8
2E9V,None,None,"A,B",None,O14757,None,43-50
4C3P,None,None,A,None,O14965,None,279-290
5G48,None,None,B,None,O25242,None,356-360
5G4Q,None,None,B,None,O25242,None,356-360
5XFP,None,None,"A,B",None,O43189,None,322-326
5GJM,None,None,A,None,O50657,None,141-149
2H42,None,None,A,None,O76074,None,665-676
3KDH,None,None,"A,C",None,O80992,None,2-9
4BUR,None,None,A,None,O95831,None,551-558
3E3N,None,None,H,None,P00489,None,7-12
1PYG,None,None,"A,B,C,D",None,P00489,None,315-325
3E3N,None,None,"A,B,D,F,G,H",None,P00489,None,315-325
1BZY,None,None,"A,B,C,D",None,P00492,None,104-123
1HMP,None,None,A,None,P00492,None,104-123
3GGJ,None,None,A,None,P00492,None,104-123
3FHI,None,None,B,None,P00514,None,93-110
3FHI,None,None,B,None,P00514,None,237-242
1TOX,None,None,"A,B",None,P00588,None,225-231
1CGI,None,None,E,None,P00766,None,11-15
1CGJ,None,None,E,None,P00766,None,11-15
2CGA,None,None,"A,B",None,P00766,None,11-15
2IKO,None,None,"A,B",None,P00797,None,232-237
2IKU,None,None,"A,B",None,P00797,None,232-237
2IL2,None,None,"A,B",None,P00797,None,232-237
3OOT,None,None,"A,B",None,P00797,None,232-237
3OQF,None,None,"A,B",None,P00797,None,232-237
3OQK,None,None,"A,B",None,P00797,None,232-237
3Q3T,None,None,"A,B",None,P00797,None,232-237
3Q4B,None,None,"A,B",None,P00797,None,232-237
3Q5H,None,None,"A,B",None,P00797,None,232-237
3SFC,None,None,"A,B",None,P00797,None,232-237
3VSW,None,None,"A,B",None,P00797,None,232-237
3VSX,None,None,"A,B",None,P00797,None,232-237
3VUC,None,None,A,None,P00797,None,232-237
4GJ5,None,None,"A,B",None,P00797,None,232-237
4GJ6,None,None,"A,B",None,P00797,None,232-237
4GJ7,None,None,"A,B",None,P00797,None,232-237
4GJ8,None,None,"A,B",None,P00797,None,232-237
4GJ9,None,None,"A,B",None,P00797,None,232-237
4GJA,None,None,"A,B",None,P00797,None,232-237
4GJB,None,None,"A,B",None,P00797,None,232-237
4GJC,None,None,"A,B",None,P00797,None,232-237
4GJD,None,None,"A,B",None,P00797,None,232-237
4PYV,None,None,"A,B",None,P00797,None,232-237
4Q1N,None,None,"A,B",None,P00797,None,232-237
4RYC,None,None,"A,B",None,P00797,None,232-237
4RYG,None,None,"A,B",None,P00797,None,232-237
4RZ1,None,None,"A,B",None,P00797,None,232-237
4S1G,None,None,A,None,P00797,None,232-237
4XX3,None,None,A,None,P00797,None,232-237
4XX4,None,None,A,None,P00797,None,232-237
1BIL,None,None,B,None,P00797,None,232-237
1BIM,None,None,B,None,P00797,None,232-237
3GW5,None,None,A,None,P00797,None,232-237
3KM4,None,None,A,None,P00797,None,232-237
5KOQ,None,None,"A,B",None,P00797,None,232-237
5V8V,None,None,"A,B",None,P00797,None,232-237
2G1N,None,None,"A,B",None,P00797,None,232-237
2G1O,None,None,"A,B",None,P00797,None,232-237
2G1R,None,None,"A,B",None,P00797,None,232-237
2G1S,None,None,"A,B",None,P00797,None,232-237
2G1Y,None,None,"A,B",None,P00797,None,232-237
2G20,None,None,"A,B",None,P00797,None,232-237
2G22,None,None,"A,B",None,P00797,None,232-237
1U19,None,None,"A,B",None,P02699,None,327-348
2G87,None,None,"A,B",None,P02699,None,327-348
2HPY,None,None,"A,B",None,P02699,None,327-348
2PED,None,None,"A,B",None,P02699,None,327-348
5UJB,None,None,"A,B",None,P02768,None,101-113
1AO6,None,None,"A,B",None,P02768,None,101-113
1BM0,None,None,"A,B",None,P02768,None,101-113
1E78,None,None,"A,B",None,P02768,None,101-113
1E7A,None,None,"A,B",None,P02768,None,101-113
1E7B,None,None,"A,B",None,P02768,None,101-113
2BX8,None,None,"A,B",None,P02768,None,101-113
2BXF,None,None,"A,B",None,P02768,None,101-113
2BXG,None,None,"A,B",None,P02768,None,101-113
2BXH,None,None,"A,B",None,P02768,None,101-113
3A73,None,None,"A,B",None,P02768,None,101-113
3JRY,None,None,"A,B",None,P02768,None,101-113
3LU6,None,None,"A,B",None,P02768,None,101-113
3LU7,None,None,"A,B",None,P02768,None,101-113
3LU8,None,None,A,None,P02768,None,101-113
3UIV,None,None,"A,H",None,P02768,None,101-113
4EMX,None,None,"A,B",None,P02768,None,101-113
4G03,None,None,"A,B",None,P02768,None,101-113
4G04,None,None,"A,B",None,P02768,None,101-113
4L9K,None,None,"A,B",None,P02768,None,101-113
4L9Q,None,None,"A,B",None,P02768,None,101-113
4LA0,None,None,"A,B",None,P02768,None,101-113
4LB2,None,None,"A,B",None,P02768,None,101-113
4Z69,None,None,"A,I",None,P02768,None,101-113
5ID7,None,None,"A,B",None,P02768,None,101-113
3SQJ,None,None,"A,B",None,P02768,None,101-113
5GIX,None,None,"A,B",None,P02768,None,101-113
3A73,None,None,"A,B",None,P02768,None,594-608
3UIV,None,None,"A,H",None,P02768,None,594-608
5ID7,None,None,"A,B",None,P02768,None,594-608
1OF1,None,None,B,None,P0DTH5,None,274-279
3F0T,None,None,B,None,P0DTH5,None,274-279
4JBX,None,None,B,None,P0DTH5,None,274-279
4JBY,None,None,B,None,P0DTH5,None,274-279
4OQL,None,None,B,None,P0DTH5,None,274-279
4OQM,None,None,B,None,P0DTH5,None,274-279
4OQN,None,None,B,None,P0DTH5,None,274-279
1E2H,None,None,B,None,P0DTH5,None,274-279
1E2I,None,None,B,None,P0DTH5,None,274-279
1E2K,None,None,B,None,P0DTH5,None,274-279
1E2M,None,None,B,None,P0DTH5,None,274-279
1E2N,None,None,B,None,P0DTH5,None,274-279
3RDP,None,None,B,None,P0DTH5,None,274-279
4IVP,None,None,B,None,P0DTH5,None,274-279
4IVQ,None,None,A,None,P0DTH5,None,274-279
2GSK,None,None,A,None,P06129,None,198-212
2EWN,None,None,"A,B",None,P06709,None,212-220
2W97,None,None,A,None,P06730,None,206-210
3U7X,None,None,"A,B",None,P06730,None,206-210
5EI3,None,None,A,None,P06730,None,206-210
2USH,None,None,B,None,P07024,None,324-329
1HO5,None,None,"A,B",None,P07024,None,324-329
1HPU,None,None,"A,B,C,D",None,P07024,None,324-329
4YWB,None,None,A,None,P07379,None,3-8
4EB4,None,None,"A,B,C,D",None,P07607,None,1-13
3T1K,None,None,"A,B",None,P07900,None,224-229
1B3D,None,None,"A,B",None,P08254,None,242-247
1BIW,None,None,"A,B",None,P08254,None,242-247
1BQO,None,None,"A,B",None,P08254,None,242-247
1C3I,None,None,"A,B",None,P08254,None,242-247
1CQR,None,None,"A,B",None,P08254,None,242-247
1D5J,None,None,"A,B",None,P08254,None,242-247
1D7X,None,None,"A,B",None,P08254,None,242-247
1D8F,None,None,"A,B",None,P08254,None,242-247
1D8M,None,None,"A,B",None,P08254,None,242-247
1G49,None,None,"A,B",None,P08254,None,242-247
4DPE,None,None,"A,B",None,P08254,None,242-247
4G9L,None,None,"A,B",None,P08254,None,242-247
4JA1,None,None,"A,B",None,P08254,None,242-247
2D1O,None,None,"A,B",None,P08254,None,242-247
1G4K,None,None,"A,B,C",None,P08254,None,242-247
1QIA,None,None,"A,B,C,D",None,P08254,None,242-247
1QIC,None,None,"A,B,C,D",None,P08254,None,242-247
2IRV,None,None,B,None,P09391,None,245-250
2NRF,None,None,A,None,P09391,None,245-250
5MT7,None,None,A,None,P09391,None,245-250
5MT6,None,None,A,None,P09391,None,245-250
5MT8,None,None,A,None,P09391,None,245-250
2V5H,None,None,"G,H,J,K,L",None,P0A3F4,None,37-53
3BKT,None,None,"A,B,C",None,P0A6Z6,None,63-78
3BKU,None,None,C,None,P0A6Z6,None,63-78
1Q5Y,None,None,"A,B,C",None,P0A6Z6,None,63-78
3SNB,None,None,A,None,P0C6U8,None,3542-3546
3SNC,None,None,A,None,P0C6U8,None,3542-3546
3SND,None,None,"A,B",None,P0C6U8,None,3542-3546
3SNE,None,None,A,None,P0C6U8,None,3542-3546
3VB3,None,None,B,None,P0C6U8,None,3542-3546
3VB4,None,None,B,None,P0C6U8,None,3542-3546
3VB5,None,None,B,None,P0C6U8,None,3542-3546
3VB6,None,None,B,None,P0C6U8,None,3542-3546
3VB7,None,None,B,None,P0C6U8,None,3542-3546
1AGR,None,None,A,None,P10824,None,4-9
1GP2,None,None,A,None,P10824,None,4-9
1AGR,None,None,"A,D",None,P10824,None,349-354
1N46,None,None,A,None,P10828,None,254-262
1UL1,None,None,"B,C",None,P12004,None,186-192
1VYJ,None,None,"A,C,E,G,I,K",None,P12004,None,186-192
1VYM,None,None,"A,B,C",None,P12004,None,186-192
4RJF,None,None,A,None,P12004,None,186-192
5MLO,None,None,"A,C,E",None,P12004,None,186-192
4ZTD,None,None,"A,B,C",None,P12004,None,186-192
1VYJ,None,None,G,None,P12004,None,256-260
2PS1,None,None,"A,B",None,P13298,None,110-115
4FXD,None,None,A,None,P13382,None,1056-1062
2WYN,None,None,B,None,P13482,None,32-36
2JJB,None,None,C,None,P13482,None,103-110
2WYN,None,None,C,None,P13482,None,103-110
3PU7,None,None,"A,B",None,P14831,None,135-142
3PU7,None,None,"A,B",None,P14831,None,188-204
2IFW,None,None,"A,B",None,P15369,None,130-134
3I7Z,None,None,A,None,P18031,None,283-298
